dog_id,dog_id_link,registered_name,registered_name_link,call_name,registration_#,whelp_date,deceased,dna_reg_#,cert_test_by,tested,cert_#___report_#,findings,test_date,total_dogs_in_pedigree:,3,oldest_generation:,0,529,9,pct_blood,occurs
4239,Dog_Detail?DogID=4239,CRYSTAL BONBON V TALIESIN,Dog_Detail?DogID=4239,CHRISTY,WE913420 (AKC),"Jun 11, 1981",,,,,,,,,,,,,,,
35347,Dog_Detail?DogID=35347,DE-LI'S NEW TWIST V TALIESIN,Dog_Detail?DogID=35347,ALEX,WP83608801 (AKC),"Jan 27, 1998",,,,,,,,,,,,,,,
34026,Dog_Detail?DogID=34026,DE-LI'S THE ENVELOPE PLEASE,Dog_Detail?DogID=34026,OSCAR,WP83608805 (AKC),"Jan 27, 1998",,V224294 (AKC),,,,,,,,,,,,,
14163,Dog_Detail?DogID=14163,DEOGIE BLUE,Dog_Detail?DogID=14163,,WP47047401 (AKC),"Mar 17, 1993",,,,,,,,,,,,,,,
14167,Dog_Detail?DogID=14167,FABRIZIO TALIESIN,Dog_Detail?DogID=14167,,WP47047404 (AKC),"Mar 17, 1993",,,,,,,,,,,,,,,
469,Dog_Detail?DogID=469,FELS VON MUENSTERPLATZ,Dog_Detail?DogID=469,,WD800880 (AKC),"Jul 11, 1977","Apr 16, 1985",,,,,,,,,,,,,,
1170,Dog_Detail?DogID=1170,GREENWAY'S SAGE V TALIESIN,Dog_Detail?DogID=1170,,WE934828 (AKC),"Jun 11, 1981","Jun 15, 1989",,,,,,,,,,,,,,
14144,Dog_Detail?DogID=14144,LAURA'S BANDIT V TALIESIN,Dog_Detail?DogID=14144,,WF152655 (AKC),"Apr 5, 1982",,,,,,,,,,,,,,,
159,Dog_Detail?DogID=159,MEADOWROCK GOLIATH V KOPP,Dog_Detail?DogID=159,,WE060325 (AKC),"Jul 6, 1978",,,,,,,,,,,,,,,
6660,Dog_Detail?DogID=6660,NAKISKA'S BREITA V TALIESIN,Dog_Detail?DogID=6660,BREITA,WG092097 (AKC),"Dec 2, 1987","Aug 15, 1988",,,,,,,,,,,,,,
9661,Dog_Detail?DogID=9661,O'ROLAND,Dog_Detail?DogID=9661,ROLLO,,"Aug 29, 1988","Feb 27, 1993",,,,,,,,,,,,,,
7458,Dog_Detail?DogID=7458,PARKER WELLINGTON-SMYTHE,Dog_Detail?DogID=7458,PARKER,WF551077 (AKC),"Apr 5, 1984","Sep 18, 1991",,,,,,,,,,,,,,
14132,Dog_Detail?DogID=14132,PETERS BEAR TEDDY V TALIESIN,Dog_Detail?DogID=14132,,,"Dec 7, 1980",,,,,,,,,,,,,,,
2431,Dog_Detail?DogID=2431,RIVA STAR TALIESIN,Dog_Detail?DogID=2431,HAPPY,WF743020 (AKC),"May 20, 1985","Mar 24, 1994",,,,,,,,,,,,,,
18415,Dog_Detail?DogID=18415,ROSEMARIE TALISIN TOSCA,Dog_Detail?DogID=18415,,WP83608804 (AKC),"Jan 27, 1998",,,,,,,,,,,,,,,
14171,Dog_Detail?DogID=14171,ROSSIGNOL TALIESEN,Dog_Detail?DogID=14171,,WP54472305 (AKC),"Mar 19, 1994",,,,,,,,,,,,,,,
7136,Dog_Detail?DogID=7136,SANCTUARY WOOD'S KARA,Dog_Detail?DogID=7136,KARA,(AKC),"Jun 24, 1973",,,,,,,,,,,,,,,
1745,Dog_Detail?DogID=1745,SANCTUARY WOODS SALUTE V COPY,Dog_Detail?DogID=1745,,WC604503 (AKC),"Jun 24, 1973",,,,,,,,,,,,,,,
15131,Dog_Detail?DogID=15131,SCARLETT,Dog_Detail?DogID=15131,SCARLETT,WP76497006 (AKC),"Feb 28, 1997",,,,,,,,,,,,,,,
52,Dog_Detail?DogID=52,SOULI VOM BERNERBEAR,Dog_Detail?DogID=52,,,"Jul 6, 1978",,,,,,,,,,,,,,,
14170,Dog_Detail?DogID=14170,TALIESEN'S CAROLINA SACHA,Dog_Detail?DogID=14170,,WP54472306 (AKC),"Mar 19, 1994",,,,,,,,,,,,,,,
15132,Dog_Detail?DogID=15132,TALIESIN BALOO,Dog_Detail?DogID=15132,BALOO,WP764970 (AKC),"Feb 28, 1997",,,,,,,,,,,,,,,
8375,Dog_Detail?DogID=8375,TALIESIN BARGIS,Dog_Detail?DogID=8375,BARGIS,,"Mar 18, 1983","Jan 25, 1992",,,,,,,,,,,,,,
6657,Dog_Detail?DogID=6657,TALIESIN BELDEN HILL BRI,Dog_Detail?DogID=6657,BRI,WG176293 (AKC),"Jul 9, 1988",,,,,,,,,,,,,,,
14177,Dog_Detail?DogID=14177,TALIESIN BOOMER,Dog_Detail?DogID=14177,,WP65181702 (AKC),"Aug 22, 1995","Feb 14, 2004",,,,,,,,,,,,,,
14105,Dog_Detail?DogID=14105,TALIESIN BOOZER,Dog_Detail?DogID=14105,,,"Jun 24, 1973",,,,,,,,,,,,,,,
15130,Dog_Detail?DogID=15130,TALIESIN BREGETTA VON TRAPP,Dog_Detail?DogID=15130,BRYETA,WP76497008 (AKC),"Feb 28, 1997",,,,,,,,,,,,,,,
14110,Dog_Detail?DogID=14110,TALIESIN BRUNO,Dog_Detail?DogID=14110,,,"Dec 19, 1976",,,,,,,,,,,,,,,
15133,Dog_Detail?DogID=15133,TALIESIN CARA'D FREULI,Dog_Detail?DogID=15133,CARA,WP76497005 (AKC),"Feb 28, 1997",,V43307 (AKC),,,,,,,,,,,,,
6659,Dog_Detail?DogID=6659,TALIESIN CASEY OF SEAL BEACH,Dog_Detail?DogID=6659,CASEY,WG148788 (AKC),"Dec 2, 1987","Mar 17, 1996",,,,,,,,,,,,,,
15137,Dog_Detail?DogID=15137,TALIESIN CHEERS FOR FROHLICH,Dog_Detail?DogID=15137,CHEERS,WP76497007 (AKC),"Feb 28, 1997",,,,,,,,,,,,,,,
2154,Dog_Detail?DogID=2154,TALIESIN COPY V MEADOWROCK,Dog_Detail?DogID=2154,,WD876744 (AKC),"Jul 11, 1977",,,,,,,,,,,,,,,
15135,Dog_Detail?DogID=15135,TALIESIN DAISY,Dog_Detail?DogID=15135,DAISY,WP764970 (AKC),"Feb 28, 1997",,,,,,,,,,,,,,,
14162,Dog_Detail?DogID=14162,TALIESIN DARK SEA'S KELSEY,Dog_Detail?DogID=14162,,WP36863601 (AKC),"Sep 3, 1991",,,,,,,,,,,,,,,
14117,Dog_Detail?DogID=14117,TALIESIN DESTINY,Dog_Detail?DogID=14117,,,"Jul 11, 1977",,,,,,,,,,,,,,,
14113,Dog_Detail?DogID=14113,TALIESIN HARALD,Dog_Detail?DogID=14113,,,"Dec 19, 1976",,,,,,,,,,,,,,,
14111,Dog_Detail?DogID=14111,TALIESIN HEIDI,Dog_Detail?DogID=14111,,,"Dec 19, 1976",,,,,,,,,,,,,,,
14165,Dog_Detail?DogID=14165,TALIESIN JEMS LADY SCARLETT,Dog_Detail?DogID=14165,,WP47047406 (AKC),"Mar 17, 1993",,,,,,,,,,,,,,,
5815,Dog_Detail?DogID=5815,TALIESIN JERETTE DE RACLETTE,Dog_Detail?DogID=5815,JERI,WG327690 (AKC),"Jul 9, 1988",,,,,,,,,,,,,,,
787,Dog_Detail?DogID=787,TALIESIN KLAUS,Dog_Detail?DogID=787,KLAUS,WF081417 (AKC),"Jun 11, 1981","Jun 15, 1993",,,,,,,,,,,,,,
8786,Dog_Detail?DogID=8786,TALIESIN KYBO V COPYRIGHT,Dog_Detail?DogID=8786,KY,WC590098 (AKC),"Jun 24, 1973","Jul 15, 1983",,,,,,,,,,,,,,
14118,Dog_Detail?DogID=14118,TALIESIN LUCKY LADY,Dog_Detail?DogID=14118,,,"Jul 11, 1977",,,,,,,,,,,,,,,
14107,Dog_Detail?DogID=14107,TALIESIN LUPITRA-STAR,Dog_Detail?DogID=14107,,,"Jun 24, 1973",,,,,,,,,,,,,,,
14108,Dog_Detail?DogID=14108,TALIESIN MAXI,Dog_Detail?DogID=14108,,,"Dec 19, 1976",,,,,,,,,,,,,,,
14166,Dog_Detail?DogID=14166,TALIESIN MONTANA CHAMONIX,Dog_Detail?DogID=14166,,WP47047405 (AKC),"Mar 17, 1993",,,,,,,,,,,,,,,
14142,Dog_Detail?DogID=14142,TALIESIN OCTAVIA,Dog_Detail?DogID=14142,,WE985744 (AKC),"Jun 11, 1981",,,,,,,,,,,,,,,
47164,Dog_Detail?DogID=47164,TALIESIN OLIVER JOSHUA,Dog_Detail?DogID=47164,,WP83608809 (AKC),"Jan 27, 1998",,,,,,,,,,,,,,,
14112,Dog_Detail?DogID=14112,TALIESIN PATCHES,Dog_Detail?DogID=14112,,,"Dec 19, 1976",,,,,,,,,,,,,,,
14120,Dog_Detail?DogID=14120,TALIESIN PEPPER,Dog_Detail?DogID=14120,,,"Jul 6, 1978",,,,,,,,,,,,,,,
14106,Dog_Detail?DogID=14106,TALIESIN PRIDE,Dog_Detail?DogID=14106,,,"Jun 24, 1973",,,,,,,,,,,,,,,
4,Dog_Detail?DogID=4,TALIESIN RACLETTE D'ALDO,Dog_Detail?DogID=4,RACLETTE,WF169978 (AKC),"Apr 5, 1982","May 15, 1992",,,,,,,,,,,,,,
15136,Dog_Detail?DogID=15136,TALIESIN ROCKY,Dog_Detail?DogID=15136,ROCKY,WP764970 (AKC),"Feb 28, 1997",,,,,,,,,,,,,,,
5800,Dog_Detail?DogID=5800,TALIESIN RUFF STUFF,Dog_Detail?DogID=5800,DASH,WG327691 (AKC),"Jul 9, 1988","Apr 27, 1997",,,,,,,,,,,,,,
14116,Dog_Detail?DogID=14116,TALIESIN SIERRA,Dog_Detail?DogID=14116,,,"Jul 11, 1977",,,,,,,,,,,,,,,
14103,Dog_Detail?DogID=14103,TALIESIN SIERRA DE GORDO,Dog_Detail?DogID=14103,,,"Feb 15, 1973",,,,,,,,,,,,,,,
14174,Dog_Detail?DogID=14174,TALIESIN TABOO V BINGGELI,Dog_Detail?DogID=14174,,WP54472301 (AKC),"Mar 19, 1994",,,,,,,,,,,,,,,
14104,Dog_Detail?DogID=14104,TALIESIN TARQUIN V COPYRIGHT,Dog_Detail?DogID=14104,,,"Jun 24, 1973",,,,,,,,,,,,,,,
10073,Dog_Detail?DogID=10073,TALIESIN THAIS,Dog_Detail?DogID=10073,TY,WP36863602 (AKC),"Sep 3, 1991","Jun 5, 1997",,,,,,,,,,,,,,
6109,Dog_Detail?DogID=6109,TALIESIN THUNDER,Dog_Detail?DogID=6109,THUNDER,WG327692 (AKC),"Jul 9, 1988","Jan 1, 1996",,,,,,,,,,,,,,
14109,Dog_Detail?DogID=14109,TALIESIN TITUS,Dog_Detail?DogID=14109,,,"Dec 19, 1976",,,,,,,,,,,,,,,
13987,Dog_Detail?DogID=13987,TALIESIN TOSCA V BINGGELI,Dog_Detail?DogID=13987,COSY,WP54472302 (AKC),"Mar 19, 1994",Yes-no date,,,,,,,,,,,,,,
47166,Dog_Detail?DogID=47166,TALIESIN VOM BERNERBAR,Dog_Detail?DogID=47166,,"WF724653 (AKC), SHSB 395509 (SKG)","May 20, 1985",,,,,,,,,,,,,,,
14168,Dog_Detail?DogID=14168,TALIESIN YOGI OF JELLYSTONE,Dog_Detail?DogID=14168,,WP47047403 (AKC),"Mar 17, 1993",,,,,,,,,,,,,,,
14121,Dog_Detail?DogID=14121,TALIESIN ZIGGY,Dog_Detail?DogID=14121,,,"Jul 6, 1978",,,,,,,,,,,,,,,
14114,Dog_Detail?DogID=14114,TALIESIN ZORRO,Dog_Detail?DogID=14114,,,"Dec 19, 1976",,,,,,,,,,,,,,,
14119,Dog_Detail?DogID=14119,TALIESIN ZWINGLI,Dog_Detail?DogID=14119,,,"Jul 6, 1978",,,,,,,,,,,,,,,
14129,Dog_Detail?DogID=14129,TALIESIN'S BACH,Dog_Detail?DogID=14129,,,"Feb 6, 1979",,,,,,,,,,,,,,,
14134,Dog_Detail?DogID=14134,TALIESIN'S BAERI,Dog_Detail?DogID=14134,,,"Dec 7, 1980",,,,,,,,,,,,,,,
14102,Dog_Detail?DogID=14102,TALIESIN'S BEAR,Dog_Detail?DogID=14102,,,"Feb 15, 1973",,,,,,,,,,,,,,,
14139,Dog_Detail?DogID=14139,TALIESIN'S BENJAMIN,Dog_Detail?DogID=14139,,,"Jun 11, 1981",,,,,,,,,,,,,,,
14130,Dog_Detail?DogID=14130,TALIESIN'S BERNIE,Dog_Detail?DogID=14130,,,"Feb 6, 1979","Feb 1, 1985",,,,,,,,,,,,,,
14136,Dog_Detail?DogID=14136,TALIESIN'S BONNIE,Dog_Detail?DogID=14136,,,"Jun 11, 1981",,,,,,,,,,,,,,,
14157,Dog_Detail?DogID=14157,TALIESIN'S BRENDAN,Dog_Detail?DogID=14157,,,"May 20, 1985",,,,,,,,,,,,,,,
14169,Dog_Detail?DogID=14169,TALIESIN'S CAYMUS,Dog_Detail?DogID=14169,,WP47047407,"Mar 17, 1993",,,,,,,,,,,,,,,
14173,Dog_Detail?DogID=14173,TALIESIN'S CHLOE,Dog_Detail?DogID=14173,,WP54472304   * (AKC),"Mar 19, 1994",,,,,,,,,,,,,,,
14149,Dog_Detail?DogID=14149,TALIESIN'S CLYDE,Dog_Detail?DogID=14149,,,"Mar 18, 1983",,,,,,,,,,,,,,,
14122,Dog_Detail?DogID=14122,TALIESIN'S CODY,Dog_Detail?DogID=14122,,,"Feb 6, 1979",,,,,,,,,,,,,,,
14123,Dog_Detail?DogID=14123,TALIESIN'S CRYSTAL,Dog_Detail?DogID=14123,,,"Feb 6, 1979",,,,,,,,,,,,,,,
14148,Dog_Detail?DogID=14148,TALIESIN'S DAISY,Dog_Detail?DogID=14148,,,"Mar 18, 1983",,,,,,,,,,,,,,,
14137,Dog_Detail?DogID=14137,TALIESIN'S DAMEY,Dog_Detail?DogID=14137,,,"Jun 11, 1981",,,,,,,,,,,,,,,
14155,Dog_Detail?DogID=14155,TALIESIN'S EMILY,Dog_Detail?DogID=14155,,,"Apr 5, 1984","Jan 4, 1989",,,,,,,,,,,,,,
5646,Dog_Detail?DogID=5646,TALIESIN'S HANNIBAL,Dog_Detail?DogID=5646,HANNIBAL,,"Feb 6, 1979",,,,,,,,,,,,,,,
14159,Dog_Detail?DogID=14159,TALIESIN'S HEIDI HO,Dog_Detail?DogID=14159,,,"May 20, 1985",,,,,,,,,,,,,,,
51849,Dog_Detail?DogID=51849,TALIESIN'S HIGHLAND ROGUE,Dog_Detail?DogID=51849,,WE985004 (AKC),"Jun 11, 1981",,,,,,,,,,,,,,,
9046,Dog_Detail?DogID=9046,TALIESIN'S JASON,Dog_Detail?DogID=9046,JASON,WF410720 (AKC),"Mar 18, 1983",,,,,,,,,,,,,,,
14125,Dog_Detail?DogID=14125,TALIESIN'S KEESHA,Dog_Detail?DogID=14125,,,"Feb 6, 1979",,,,,,,,,,,,,,,
6658,Dog_Detail?DogID=6658,TALIESIN'S KELLY,Dog_Detail?DogID=6658,KELLY,WP15636902,"Dec 2, 1987",,,,,,,,,,,,,,,
14143,Dog_Detail?DogID=14143,TALIESIN'S LISA,Dog_Detail?DogID=14143,,,"Apr 5, 1982",,,,,,,,,,,,,,,
14160,Dog_Detail?DogID=14160,TALIESINS LOKI V BARENGRABEN,Dog_Detail?DogID=14160,,WF737354 (AKC),"May 20, 1985",,,,,,,,,,,,,,,
14124,Dog_Detail?DogID=14124,TALIESIN'S LORELEI,Dog_Detail?DogID=14124,,,"Feb 6, 1979",,,,,,,,,,,,,,,
487,Dog_Detail?DogID=487,TALIESIN'S MARNEY-B,Dog_Detail?DogID=487,MARNEY,WE921613 (AKC),"Jun 11, 1981","Jun 17, 1993",,,,,,,,,,,,,,
14140,Dog_Detail?DogID=14140,TALIESIN'S MAX,Dog_Detail?DogID=14140,,,"Jun 11, 1981",,,,,,,,,,,,,,,
48204,Dog_Detail?DogID=48204,BRUNO ASHCENBRENNER,Dog_Detail?DogID=48204,,WP97850206 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
48202,Dog_Detail?DogID=48202,CLEANSWEEP HOOVER OF ANNAPOLIS,Dog_Detail?DogID=48202,HOOVER,WP97850201 (AKC),"Apr 23, 2000","Sep 15, 2008",,,,,,,,,,,,,,
24477,Dog_Detail?DogID=24477,COOPER,Dog_Detail?DogID=24477,COOPER,,"Feb 2, 1998","Mar 30, 2005",,,,,,,,,,,,,,
5017,Dog_Detail?DogID=5017,KATLEY'S EBONY PARADE,Dog_Detail?DogID=5017,,WF527151 (AKC),"Dec 31, 1983",,,,,,,,,,,,,,,
12946,Dog_Detail?DogID=12946,MISS BLUE V SNOW PALS,Dog_Detail?DogID=12946,CHOMO,,"Dec 31, 1983","Dec 30, 1994",,,,,,,,,,,,,,
48205,Dog_Detail?DogID=48205,NIKKI,Dog_Detail?DogID=48205,,WP97850207 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
48198,Dog_Detail?DogID=48198,SAMSON SCOTT,Dog_Detail?DogID=48198,,WP91812803 (AKC),"May 8, 1999",,,,,,,,,,,,,,,
48199,Dog_Detail?DogID=48199,SNOW PALS,Dog_Detail?DogID=48199,,WP52839802 (AKC),"Dec 1, 1993",,,,,,,,,,,,,,,
48210,Dog_Detail?DogID=48210,SNOW PAL'S AFTER MIDNIGHT,Dog_Detail?DogID=48210,,WP35857403 (AKC),"May 16, 1991",,,,,,,,,,,,,,,
48214,Dog_Detail?DogID=48214,SNOW PAL'S ALL THAT GLITTERS,Dog_Detail?DogID=48214,,WG448102 (AKC),"Oct 18, 1989",,,,,,,,,,,,,,,
7819,Dog_Detail?DogID=7819,SNOW PALS APPLE OF MY EYE,Dog_Detail?DogID=7819,,WG524518 (AKC),"Oct 18, 1989",,,,,,,,,,,,,,,
3150,Dog_Detail?DogID=3150,SNOW PALS BERNADETTE,Dog_Detail?DogID=3150,BERNIE,WF940718 (AKC),"Aug 28, 1986",,,,,,,,,,,,,,,
3379,Dog_Detail?DogID=3379,SNOW PALS COLOR MY CALLIOPE,Dog_Detail?DogID=3379,CALLY,WF916233 (AKC),"Aug 28, 1986",,,,,,,,,,,,,,,
14787,Dog_Detail?DogID=14787,SNOW PALS E B ALLGOOD,Dog_Detail?DogID=14787,E B,WP67822002 (AKC),"Nov 7, 1995",,,,,,,,,,,,,,,
48201,Dog_Detail?DogID=48201,SNOW PALS EASTER SURPRISE,Dog_Detail?DogID=48201,,WP97850203 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
9874,Dog_Detail?DogID=9874,SNOW PALS FANNIE MAY,Dog_Detail?DogID=9874,,WP35857402 (AKC),"May 16, 1991",,,,,,,,,,,,,,,
39375,Dog_Detail?DogID=39375,SNOW PALS FANTASIE,Dog_Detail?DogID=39375,,WP97850211 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
7511,Dog_Detail?DogID=7511,SNOW PALS FINALE V FARAH,Dog_Detail?DogID=7511,ALI,WG347961 (AKC),"Mar 3, 1989",,,,,,,,,,,,,,,
48197,Dog_Detail?DogID=48197,SNOW PALS FORTISSIMO,Dog_Detail?DogID=48197,,WP91812801 (AKC),"May 8, 1999",,,,,,,,,,,,,,,
16607,Dog_Detail?DogID=16607,SNOW PALS FRISCO,Dog_Detail?DogID=16607,,WP67822001 (AKC),"Nov 7, 1995",,,,,,,,,,,,,,,
29825,Dog_Detail?DogID=29825,SNOW PALS FROST WARNING,Dog_Detail?DogID=29825,BENTLEY,WR06648702 (AKC),"Jan 18, 2002","Jun 6, 2006",,,,,,,,,,,,,,
48200,Dog_Detail?DogID=48200,SNOW PALS HEIDI MAE,Dog_Detail?DogID=48200,,WP52839803 (AKC),"Dec 1, 1993",,,,,,,,,,,,,,,
46096,Dog_Detail?DogID=46096,SNOW PALS MISS DOTS,Dog_Detail?DogID=46096,,WF607104 (AKC),"Dec 31, 1983",,,,,,,,,,,,,,,
14433,Dog_Detail?DogID=14433,SNOW PALS MONTANA,Dog_Detail?DogID=14433,,WP52839801 (AKC),"Dec 1, 1993",,,,,,,,,,,,,,,
48224,Dog_Detail?DogID=48224,SNOW PALS NORTHERN EXPOSURE,Dog_Detail?DogID=48224,,WP62350201 (AKC),"Mar 13, 1995",,,,,,,,,,,,,,,
4070,Dog_Detail?DogID=4070,SNOW PALS PRINCIPAL DANCER,Dog_Detail?DogID=4070,BOPPER,WG166426 (AKC),"Aug 29, 1987",,,,,,,,,,,,,,,
8078,Dog_Detail?DogID=8078,SNOW PALS QUAKER,Dog_Detail?DogID=8078,,WG524519 (AKC),"Oct 18, 1989",,,,,,,,,,,,,,,
36413,Dog_Detail?DogID=36413,SNOW PALS RASPBERRY,Dog_Detail?DogID=36413,,WP91812802 (AKC),"May 8, 1999",,,,,,,,,,,,,,,
48208,Dog_Detail?DogID=48208,SNOW PALS RUFFLES N'FLOURISHES,Dog_Detail?DogID=48208,,WP35857401 (AKC),"May 16, 1991",,,,,,,,,,,,,,,
48203,Dog_Detail?DogID=48203,SNOW PALS SNOWFLAKE BENTLEY,Dog_Detail?DogID=48203,,WP97850202 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
48207,Dog_Detail?DogID=48207,SNOW PALS STARSTRIKER,Dog_Detail?DogID=48207,,WP97850210 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
16625,Dog_Detail?DogID=16625,SNOW PALS SUGAR N SPICE,Dog_Detail?DogID=16625,,WP62350202 (AKC),"Mar 13, 1995",,,,,,,,,,,,,,,
2214,Dog_Detail?DogID=2214,SNOW PALS TRIXIE HONEYMOONER,Dog_Detail?DogID=2214,TRIXIE,WF904589 (AKC),"Aug 28, 1986",,,,,,,,,,,,,,,
48206,Dog_Detail?DogID=48206,SNOW PALS WAKE UP LI'L SUSIE,Dog_Detail?DogID=48206,,WP97850209 (AKC),"Apr 23, 2000",,,,,,,,,,,,,,,
132967,Dog_Detail?DogID=132967,COUNTESS OF NATASHA OF SHIMISU,Dog_Detail?DogID=132967,,KC (KC),"Sep 24, 1986",,,,,,,,,,,,,,,
132965,Dog_Detail?DogID=132965,KERRYAN AMBER,Dog_Detail?DogID=132965,,KC (KC),"Apr 26, 1987",,,,,,,,,,,,,,,
133913,Dog_Detail?DogID=133913,LITTLEHIDDEN AMBER,Dog_Detail?DogID=133913,,KC (KC),"Jun 30, 1989",,,,,,,,,,,,,,,
98350,Dog_Detail?DogID=98350,LITTLEHIDDEN BELLA,Dog_Detail?DogID=98350,,KC (KC),"Jun 30, 1989",,,,,,,,,,,,,,,
41191,Dog_Detail?DogID=41191,LITTLEHIDDEN BETONY,Dog_Detail?DogID=41191,,KC (KC),"Jul 6, 1996",,,,,,,,,,,,,,,
112776,Dog_Detail?DogID=112776,LITTLEHIDDEN BILLY BUTTON,Dog_Detail?DogID=112776,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
104972,Dog_Detail?DogID=104972,LITTLEHIDDEN BITTER SWEET,Dog_Detail?DogID=104972,,KC (KC),"Aug 28, 1997",,,,,,,,,,,,,,,
113507,Dog_Detail?DogID=113507,LITTLEHIDDEN BLACKBERRY,Dog_Detail?DogID=113507,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
106989,Dog_Detail?DogID=106989,LITTLEHIDDEN BLACKBIRD,Dog_Detail?DogID=106989,,KC (KC),"Aug 15, 2005",,,,,,,,,,,,,,,
113508,Dog_Detail?DogID=113508,LITTLEHIDDEN BLACKTHORN,Dog_Detail?DogID=113508,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
28119,Dog_Detail?DogID=28119,LITTLEHIDDEN BLUE TIT,Dog_Detail?DogID=28119,PIXIE,AF03616702 (KC),"Aug 15, 2005","Feb 10, 2015",,,,,,,,,,,,,,
194337,Dog_Detail?DogID=194337,LITTLEHIDDEN BRONO,Dog_Detail?DogID=194337,,KC (KC),"Oct 3, 2020",,,,,,,,,,,,,,,
133914,Dog_Detail?DogID=133914,LITTLEHIDDEN BRUNO,Dog_Detail?DogID=133914,,KC (KC),"Jun 30, 1989",,,,,,,,,,,,,,,
102421,Dog_Detail?DogID=102421,LITTLEHIDDEN CANADICANS,Dog_Detail?DogID=102421,,KC (KC),"Apr 20, 1994",,,,,,,,,,,,,,,
102422,Dog_Detail?DogID=102422,LITTLEHIDDEN CANDIDATE,Dog_Detail?DogID=102422,,KC (KC),"Apr 20, 1994",,,,,,,,,,,,,,,
102423,Dog_Detail?DogID=102423,LITTLEHIDDEN CANDYFLOSS,Dog_Detail?DogID=102423,,KC (KC),"Apr 20, 1994",,,,,,,,,,,,,,,
102424,Dog_Detail?DogID=102424,LITTLEHIDDEN CANDYMAN,Dog_Detail?DogID=102424,,KC (KC),"Apr 20, 1994",,,,,,,,,,,,,,,
102425,Dog_Detail?DogID=102425,LITTLEHIDDEN CANDYTUFT,Dog_Detail?DogID=102425,,KC (KC),"Apr 20, 1994",,,,,,,,,,,,,,,
106990,Dog_Detail?DogID=106990,LITTLEHIDDEN CHAFFINCH,Dog_Detail?DogID=106990,,KC (KC),"Aug 15, 2005",,,,,,,,,,,,,,,
145250,Dog_Detail?DogID=145250,LITTLEHIDDEN CHILLI PEPPER,Dog_Detail?DogID=145250,,KC (KC),"Jul 13, 2017",,,,,,,,,,,,,,,
145251,Dog_Detail?DogID=145251,LITTLEHIDDEN CINNAMON,Dog_Detail?DogID=145251,,KC (KC),"Jul 13, 2017",,,,,,,,,,,,,,,
42593,Dog_Detail?DogID=42593,LITTLEHIDDEN CLARY,Dog_Detail?DogID=42593,,KC (KC),"Jul 6, 1996",,,,,,,,,,,,,,,
133915,Dog_Detail?DogID=133915,LITTLEHIDDEN CLEOPATRA,Dog_Detail?DogID=133915,,KC (KC),"Jun 30, 1989",,,,,,,,,,,,,,,
104076,Dog_Detail?DogID=104076,LITTLEHIDDEN COWSLIP,Dog_Detail?DogID=104076,,KC (KC),"Jul 6, 1996",,,,,,,,,,,,,,,
38698,Dog_Detail?DogID=38698,LITTLEHIDDEN DELILAH,Dog_Detail?DogID=38698,,KC (KC),"Oct 15, 1992",,,,,,,,,,,,,,,
101531,Dog_Detail?DogID=101531,LITTLEHIDDEN FIELDFARE,Dog_Detail?DogID=101531,,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
112777,Dog_Detail?DogID=112777,LITTLEHIDDEN FLOW ROSRING,Dog_Detail?DogID=112777,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
93197,Dog_Detail?DogID=93197,LITTLEHIDDEN FOREST FLAME AT CLONTORACH,Dog_Detail?DogID=93197,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
194338,Dog_Detail?DogID=194338,LITTLEHIDDEN FREYA,Dog_Detail?DogID=194338,,KC (KC),"Oct 3, 2020",,,,,,,,,,,,,,,
114393,Dog_Detail?DogID=114393,LITTLEHIDDEN GATEKEEPER,Dog_Detail?DogID=114393,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
112778,Dog_Detail?DogID=112778,LITTLEHIDDEN GRACY DAISY,Dog_Detail?DogID=112778,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
114394,Dog_Detail?DogID=114394,LITTLEHIDDEN HAIRSTREAK,Dog_Detail?DogID=114394,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
93198,Dog_Detail?DogID=93198,LITTLEHIDDEN HAZEL NUT,Dog_Detail?DogID=93198,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
194339,Dog_Detail?DogID=194339,LITTLEHIDDEN HEBE,Dog_Detail?DogID=194339,,KC (KC),"Oct 3, 2020",,,,,,,,,,,,,,,
114395,Dog_Detail?DogID=114395,LITTLEHIDDEN HOLLY BLUE,Dog_Detail?DogID=114395,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
102135,Dog_Detail?DogID=102135,LITTLEHIDDEN INDIAN RED,Dog_Detail?DogID=102135,,KC (KC),"Jul 13, 2013",,,,,,,,,,,,,,,
