dog_id,dog_id_link,registered_name,registered_name_link,call_name,registration_#,whelp_date,deceased,dna_reg_#,cert_test_by,tested,cert_#___report_#,findings,test_date,total_dogs_in_pedigree:,3,oldest_generation:,0,529,9,pct_blood,occurs
106991,Dog_Detail?DogID=106991,LITTLEHIDDEN JENNY WREN,Dog_Detail?DogID=106991,,KC (KC),"Aug 15, 2005",,,,,,,,,,,,,,,
133917,Dog_Detail?DogID=133917,LITTLEHIDDEN JEZEBEL,Dog_Detail?DogID=133917,,KC (KC),"Oct 15, 1992",,,,,,,,,,,,,,,
133918,Dog_Detail?DogID=133918,LITTLEHIDDEN JOSHUA,Dog_Detail?DogID=133918,,KC (KC),"Oct 15, 1992",,,,,,,,,,,,,,,
113509,Dog_Detail?DogID=113509,LITTLEHIDDEN JUNIPER,Dog_Detail?DogID=113509,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
194340,Dog_Detail?DogID=194340,LITTLEHIDDEN JUNO,Dog_Detail?DogID=194340,,KC (KC),"Oct 3, 2020",,,,,,,,,,,,,,,
114396,Dog_Detail?DogID=114396,LITTLEHIDDEN LARGE SKIPPER,Dog_Detail?DogID=114396,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
194341,Dog_Detail?DogID=194341,LITTLEHIDDEN LOKI,Dog_Detail?DogID=194341,,KC (KC),"Oct 3, 2020",,,,,,,,,,,,,,,
133916,Dog_Detail?DogID=133916,LITTLEHIDDEN LOTTI,Dog_Detail?DogID=133916,,KC (KC),"Jun 30, 1989",,,,,,,,,,,,,,,
114397,Dog_Detail?DogID=114397,LITTLEHIDDEN MARBLED WHITE,Dog_Detail?DogID=114397,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
112779,Dog_Detail?DogID=112779,LITTLEHIDDEN MARGUERITE,Dog_Detail?DogID=112779,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
102136,Dog_Detail?DogID=102136,LITTLEHIDDEN MARS BLACK,Dog_Detail?DogID=102136,,KC (KC),"Jul 13, 2013",,,,,,,,,,,,,,,
114398,Dog_Detail?DogID=114398,LITTLEHIDDEN MEADOW BROWN,Dog_Detail?DogID=114398,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
93196,Dog_Detail?DogID=93196,LITTLEHIDDEN MISS MODESTY,Dog_Detail?DogID=93196,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
104077,Dog_Detail?DogID=104077,LITTLEHIDDEN MOON DAISY,Dog_Detail?DogID=104077,,KC (KC),"Jul 6, 1996",,,,,,,,,,,,,,,
133919,Dog_Detail?DogID=133919,LITTLEHIDDEN MOSES,Dog_Detail?DogID=133919,,KC (KC),"Oct 15, 1992",,,,,,,,,,,,,,,
94810,Dog_Detail?DogID=94810,LITTLEHIDDEN NIGHTINGALE,Dog_Detail?DogID=94810,,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
145253,Dog_Detail?DogID=145253,LITTLEHIDDEN NUTMEG,Dog_Detail?DogID=145253,,KC (KC),"Jul 13, 2017",,,,,,,,,,,,,,,
18963,Dog_Detail?DogID=18963,LITTLEHIDDEN ODIN,Dog_Detail?DogID=18963,SAMSON,T4167202T03 (KC),"May 25, 1993","Sep 30, 1999",,,,,,,,,,,,,,
112780,Dog_Detail?DogID=112780,LITTLEHIDDEN OPEN EYE,Dog_Detail?DogID=112780,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
114399,Dog_Detail?DogID=114399,LITTLEHIDDEN ORANGE TIP,Dog_Detail?DogID=114399,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
93200,Dog_Detail?DogID=93200,LITTLEHIDDEN PAINTED LADY,Dog_Detail?DogID=93200,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
145254,Dog_Detail?DogID=145254,LITTLEHIDDEN PEPPERCORN,Dog_Detail?DogID=145254,,KC (KC),"Jul 13, 2017",,,,,,,,,,,,,,,
104078,Dog_Detail?DogID=104078,LITTLEHIDDEN PIMPERNEL,Dog_Detail?DogID=104078,KIRA,KC (KC),"Jul 6, 1996","Aug 25, 2006",,,,,,,,,,,,,,
194342,Dog_Detail?DogID=194342,LITTLEHIDDEN PLUTO,Dog_Detail?DogID=194342,,KC (KC),"Oct 3, 2020",,,,,,,,,,,,,,,
113510,Dog_Detail?DogID=113510,LITTLEHIDDEN PUSSY WILLOW,Dog_Detail?DogID=113510,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
103308,Dog_Detail?DogID=103308,LITTLEHIDDEN RAGGED ROBIN,Dog_Detail?DogID=103308,,KC (KC),"Jul 4, 1995",,,,,,,,,,,,,,,
102137,Dog_Detail?DogID=102137,LITTLEHIDDEN RAW UMBER,Dog_Detail?DogID=102137,,KC (KC),"Jul 13, 2013",,,,,,,,,,,,,,,
114400,Dog_Detail?DogID=114400,LITTLEHIDDEN RED ADMIRAL,Dog_Detail?DogID=114400,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
91924,Dog_Detail?DogID=91924,LITTLEHIDDEN RED CLOVER,Dog_Detail?DogID=91924,,KC (KC),"Aug 28, 1997",,,,,,,,,,,,,,,
101532,Dog_Detail?DogID=101532,LITTLEHIDDEN REDSTART,Dog_Detail?DogID=101532,,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
106992,Dog_Detail?DogID=106992,LITTLEHIDDEN ROBIN,Dog_Detail?DogID=106992,,KC (KC),"Aug 15, 2005",,,,,,,,,,,,,,,
103309,Dog_Detail?DogID=103309,LITTLEHIDDEN ROCK ROSE,Dog_Detail?DogID=103309,,KC (KC),"Jul 4, 1995",,,,,,,,,,,,,,,
102138,Dog_Detail?DogID=102138,LITTLEHIDDEN ROSE MADDER,Dog_Detail?DogID=102138,,KC (KC),"Jul 13, 2013",,,,,,,,,,,,,,,
133920,Dog_Detail?DogID=133920,LITTLEHIDDEN SAMSON,Dog_Detail?DogID=133920,,KC (KC),"Oct 15, 1992",,,,,,,,,,,,,,,
93199,Dog_Detail?DogID=93199,LITTLEHIDDEN SMALL COPPER AT HOLZERN,Dog_Detail?DogID=93199,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
41203,Dog_Detail?DogID=41203,LITTLEHIDDEN SOLITAIRE,Dog_Detail?DogID=41203,,KC (KC),"Oct 22, 1991",,,,,,,,,,,,,,,
19094,Dog_Detail?DogID=19094,LITTLEHIDDEN SOLOMON,Dog_Detail?DogID=19094,,KC (KC),"Oct 15, 1992",,,,,,,,,,,,,,,
106993,Dog_Detail?DogID=106993,LITTLEHIDDEN SONG THRUSH,Dog_Detail?DogID=106993,,KC (KC),"Aug 15, 2005",,,,,,,,,,,,,,,
102632,Dog_Detail?DogID=102632,LITTLEHIDDEN SONSET,Dog_Detail?DogID=102632,,KC (KC),"Oct 2, 1994",,,,,,,,,,,,,,,
103310,Dog_Detail?DogID=103310,LITTLEHIDDEN SORREL,Dog_Detail?DogID=103310,,KC (KC),"Jul 4, 1995",,,,,,,,,,,,,,,
114401,Dog_Detail?DogID=114401,LITTLEHIDDEN SPECKLED WOOD,Dog_Detail?DogID=114401,,KC (KC),"Jun 20, 2004",,,,,,,,,,,,,,,
113511,Dog_Detail?DogID=113511,LITTLEHIDDEN SPINDLE TREE,Dog_Detail?DogID=113511,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
94811,Dog_Detail?DogID=94811,LITTLEHIDDEN STONECHAT,Dog_Detail?DogID=94811,,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
18965,Dog_Detail?DogID=18965,LITTLEHIDDEN SUNRISE,Dog_Detail?DogID=18965,SUNNY,U4574501U04 (KC),"Oct 2, 1994","Jan 3, 2006",,,,,,,,,,,,,,
133921,Dog_Detail?DogID=133921,LITTLEHIDDEN THOR,Dog_Detail?DogID=133921,,KC (KC),"May 25, 1993",,,,,,,,,,,,,,,
94809,Dog_Detail?DogID=94809,LITTLEHIDDEN TURTLEDOVE WITH JAYBIEM,Dog_Detail?DogID=94809,,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
145252,Dog_Detail?DogID=145252,LITTLEHIDDEN TYME SPICEZ AT JAYBIEM,Dog_Detail?DogID=145252,FORMERLY JUNIPER BERRY,KC (KC),"Jul 13, 2017",,,,,,,,,,,,,,,
102139,Dog_Detail?DogID=102139,LITTLEHIDDEN WARM SEPIA,Dog_Detail?DogID=102139,,KC (KC),"Jul 13, 2013",,,,,,,,,,,,,,,
101533,Dog_Detail?DogID=101533,LITTLEHIDDEN WHEATEAR,Dog_Detail?DogID=101533,,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
112781,Dog_Detail?DogID=112781,LITTLEHIDDEN WHITE FRILLS,Dog_Detail?DogID=112781,,KC (KC),"May 17, 2002",,,,,,,,,,,,,,,
113512,Dog_Detail?DogID=113512,LITTLEHIDDEN WHITEBEAM,Dog_Detail?DogID=113512,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
103311,Dog_Detail?DogID=103311,LITTLEHIDDEN WILD BASIL,Dog_Detail?DogID=103311,,KC (KC),"Jul 4, 1995",,,,,,,,,,,,,,,
113513,Dog_Detail?DogID=113513,LITTLEHIDDEN WILD CHERRY,Dog_Detail?DogID=113513,,KC (KC),"May 15, 2003",,,,,,,,,,,,,,,
91923,Dog_Detail?DogID=91923,LITTLEHIDDEN WILD THYME,Dog_Detail?DogID=91923,,KC (KC),"Jul 6, 1996",,,,,,,,,,,,,,,
101530,Dog_Detail?DogID=101530,LITTLEHIDDEN WOOD WARBLER,Dog_Detail?DogID=101530,ORIG. BLACKCAP,KC (KC),"Mar 23, 2006",,,,,,,,,,,,,,,
41204,Dog_Detail?DogID=41204,LITTLEHIDDEN ZULEIKA,Dog_Detail?DogID=41204,ZULU,L7375401 M02 (KC),"Sep 24, 1986",,,,,,,,,,,,,,,
132966,Dog_Detail?DogID=132966,MOUNTAIN MAID,Dog_Detail?DogID=132966,,KC (KC),"Apr 26, 1987",,,,,,,,,,,,,,,
132968,Dog_Detail?DogID=132968,ORSON OF THE HILL,Dog_Detail?DogID=132968,,KC (KC),"Sep 24, 1986",,,,,,,,,,,,,,,
132969,Dog_Detail?DogID=132969,TESSA MIRABELLA,Dog_Detail?DogID=132969,,KC (KC),"Sep 24, 1986",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Unique Dogs in pedigree:,,Complete Generations:,,128,5,,
,,ROYA V HOLZ-CHILCHLI,,,,,,,,,,,,,,,,,,50.0%,1
,,XARO VD SCHWARZWASSERFLUH,,,,,,,,,,,,,,,,,,50.0%,1
,,GREY V WALDACKER,,,,,,,,,,,,,,,,,,31.3%,3
,,GASTON V NESSELACKER,,,,,,,,,,,,,,,,,,25.0%,1
,,HEIKA V HOLZ-CHILCHLI,,,,,,,,,,,,,,,,,,25.0%,1
,,KAI V TONISBACH,,,,,,,,,,,,,,,,,,25.0%,2
,,LASKA VD SCHWARZWASSERFLUH,,,,,,,,,,,,,,,,,,25.0%,1
,,PIUS V NESSELACKER,,,,,,,,,,,,,,,,,,25.0%,1
,,ASSO V HOGERBUUR,,,,,,,,,,,,,,,,,,18.8%,7
,,ASTOR V CHAINDON,,,,,,,,,,,,,,,,,,18.0%,14
,,ARTHOS V WALDACKER,,,,,,,,,,,,,,,,,,15.6%,3
,,NORA V BERNETTA,,,,,,,,,,,,,,,,,,15.6%,3
,,CARLO VD GRANDFEYBRÜCKE,,,,,,,,,,,,,,,,,,13.5%,22
,,BASCO V BIFANG,,,,,,,,,,,,,,,,,,12.5%,2
,,BERNA VD SCHWARZWASSERFLUH,,,,,,,,,,,,,,,,,,12.5%,1
,,CRESTA V SCHMIDIGEN,,,,,,,,,,,,,,,,,,12.5%,1
,,DONNAR V BUCHSISCHLÖSSLI,,,,,,,,,,,,,,,,,,12.5%,2
,,ELLA V NESSELACKER,,,,,,,,,,,,,,,,,,12.5%,1
,,ELLA V TONISBACH,,,,,,,,,,,,,,,,,,12.5%,2
,,ZUSA V NESSELACKER,,,,,,,,,,,,,,,,,,12.5%,1
,,YORK V FLÜHWALD,,,,,,,,,,,,,,,,,,11.6%,35
,,CARLO VD GRANDFEYBRÜCKE,,,,,,,,,,,,,,,,,,13.5%,22
,,BÄRI V BELFAUX,,,,,,,,,,,,,,,,,,6.7%,22
,,ERNA V SCHNEGGENBERG,,,,,,,,,,,,,,,,,,6.7%,22
,,ALEX V BAUERNHEIM,,,,,,,,,,,,,,,,,,6.3%,19
,,KARIN VD OBERSCHEIDEGG,,,,,,,,,,,,,,,,,,5.3%,18
,,DIANA V RÜEGSBACH,,,,,,,,,,,,,,,,,,9.8%,16
,,ASTOR V CHAINDON,,,,,,,,,,,,,,,,,,18.0%,14
,,BÄRI VD TAUBENFLUH,,,,,,,,,,,,,,,,,,6.4%,10
,,EVE VD KLOSTERALP,,,,,,,,,,,,,,,,,,3.2%,10
,,GALAN V MÄTTENHOF,,,,,,,,,,,,,,,,,,4.5%,9
,,ALEX VD OBEREI,,,,,,,,,,,,,,,,,,3.9%,9
,,CITA V BALMHOF,,,,,,,,,,,,,,,,,,2.2%,9
,,DANI V SCHEUNENBERG,,,,,,,,,,,,,,,,,,10.9%,8
,,NADJA V BURGISTEIN,,,,,,,,,,,,,,,,,,6.3%,8
,,BARBARA V SIGRISTACKER,,,,,,,,,,,,,,,,,,5.5%,8
,,KUNO V BLAUMATTHOF,,,,,,,,,,,,,,,,,,5.5%,8
,,DINA V ZIELACKERHOF,,,,,,,,,,,,,,,,,,4.1%,8
,,PITA V DÜRSRÜTTI,,,,,,,,,,,,,,,,,,3.1%,8
,,DINA V HOLZACKER,,,,,,,,,,,,,,,,,,2.7%,8
140549,Dog_Detail?DogID=140549,VANCO OFF EURO DREAM DOG'S,Dog_Detail?DogID=140549,,NHSB: 2997512 (NHSB),"Mar 8, 2015",,,,,,,,,,,,,,,
140546,Dog_Detail?DogID=140546,VESPER OFF EURO DREAM DOG'S,Dog_Detail?DogID=140546,,NHSB: 2997513 (NHSB),"Mar 8, 2015",,,,,,,,,,,,,,,
140582,Dog_Detail?DogID=140582,AISHA OFF EURO DREAM DOG'S,Dog_Detail?DogID=140582,,NHSB: 3017575 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
161806,Dog_Detail?DogID=161806,ALOUBA OFF EURO DREAM DOG'S,Dog_Detail?DogID=161806,,NHSB 2558999 (AKC),"May 10, 2005",,,,,,,,,,,,,,,
140580,Dog_Detail?DogID=140580,AMBER OFF EURO DREAM DOG'S,Dog_Detail?DogID=140580,,NHSB: 3017577 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
140586,Dog_Detail?DogID=140586,AMIGO OFF EURO DREAM DOG'S,Dog_Detail?DogID=140586,,NHSB: 3017571 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
140584,Dog_Detail?DogID=140584,AMOR OFF EURO DREAM DOG'S,Dog_Detail?DogID=140584,,NHSB: 3017572 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
140583,Dog_Detail?DogID=140583,AMY OFF EURO DREAM DOG'S,Dog_Detail?DogID=140583,,NHSB: 3017574 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
140581,Dog_Detail?DogID=140581,ANOUK OFF EURO DREAM DOG'S,Dog_Detail?DogID=140581,,NHSB: 3017576 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
140585,Dog_Detail?DogID=140585,ASJA OFF EURO DREAM DOG'S,Dog_Detail?DogID=140585,,NHSB 3017578 (NHSB),"Sep 7, 2015",,,,,,,,,,,,,,,
161786,Dog_Detail?DogID=161786,BASCO OFF EURO DREAM DOG'S,Dog_Detail?DogID=161786,,NHSB: 3056797 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
36325,Dog_Detail?DogID=36325,BEAR HEIDINGEL,Dog_Detail?DogID=36325,,(AKC),"Jan 29, 2000",,,,,,,,,,,,,,,
161790,Dog_Detail?DogID=161790,BEAR OFF EURO DREAM DOG'S,Dog_Detail?DogID=161790,,NHSB: 3056798 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
161785,Dog_Detail?DogID=161785,BENSON OFF EURO DREAM DOG'S,Dog_Detail?DogID=161785,,NHSB: 3056800 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
161787,Dog_Detail?DogID=161787,BILLY OFF EURO DREAM DOG'S,Dog_Detail?DogID=161787,,NHSB: 3056804 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
161788,Dog_Detail?DogID=161788,BJOETIE OFF EURO DREAM DOG'S,Dog_Detail?DogID=161788,,NHSB: 3056803 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
161784,Dog_Detail?DogID=161784,BONNY OFF EURO DREAM DOG'S,Dog_Detail?DogID=161784,,NHSB: 3056801 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
161783,Dog_Detail?DogID=161783,BOTHAN OFF EURO DREAM DOG'S,Dog_Detail?DogID=161783,,NHSB: 3056799 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
161789,Dog_Detail?DogID=161789,BYZOE OFF EURO DREAM DOG'S,Dog_Detail?DogID=161789,,NHSB: 3056802 (NHSB),"Sep 10, 2016",,,,,,,,,,,,,,,
52739,Dog_Detail?DogID=52739,CASZARINA,Dog_Detail?DogID=52739,,WP90084308 (AKC),"Feb 19, 1999",,,,,,,,,,,,,,,
161780,Dog_Detail?DogID=161780,CAYA-CHANTAL OFF EURO DREAM DOG'S,Dog_Detail?DogID=161780,,NHSB: 3061759 (NHSB),"Oct 24, 2016",,,,,,,,,,,,,,,
161781,Dog_Detail?DogID=161781,CLYDE-CHANTAL OFF EURO DREAM DOG'S,Dog_Detail?DogID=161781,,NHSB: 3061757 (NHSB),"Oct 24, 2016",,,,,,,,,,,,,,,
161782,Dog_Detail?DogID=161782,COOPER-CHAN OFF EURO DREAM DOG'S,Dog_Detail?DogID=161782,,NHSB: 3061758 (NHSB),"Oct 24, 2016",,,,,,,,,,,,,,,
161779,Dog_Detail?DogID=161779,DARKO OFF EURO DREAM DOG'S,Dog_Detail?DogID=161779,,NHSB: 3096108 (NHSB),"Sep 6, 2017",,,,,,,,,,,,,,,
161778,Dog_Detail?DogID=161778,DOENJA OFF EURO DREAM DOG'S,Dog_Detail?DogID=161778,,NHSB: 3096109 (NHSB),"Sep 6, 2017",,,,,,,,,,,,,,,
162298,Dog_Detail?DogID=162298,EIKO TWISTER OFF EURO DREAM DOG'S,Dog_Detail?DogID=162298,,NHSB: 2605287 (NHSB),"Apr 14, 2006",,,,,,,,,,,,,,,
162300,Dog_Detail?DogID=162300,ELISABETH OFF EURO DREAM DOG'S,Dog_Detail?DogID=162300,,NHSB: 2605288 (NHSB),"Apr 14, 2006",,,,,,,,,,,,,,,
191732,Dog_Detail?DogID=191732,ELLIE MARIE,Dog_Detail?DogID=191732,ELLIE MARIE,,"Dec 9, 2014","Feb 5, 2021",,,,,,,,,,,,,,
161773,Dog_Detail?DogID=161773,ELMO-TAILA OFF EURO DREAM DOG'S,Dog_Detail?DogID=161773,,NHSB: 3096112 (NHSB),"Sep 11, 2017",,,,,,,,,,,,,,,
161776,Dog_Detail?DogID=161776,ELSA-TAILA OFF EURO DREAM DOG'S,Dog_Detail?DogID=161776,,NHSB: 3096115 (NHSB),"Sep 11, 2017",,,,,,,,,,,,,,,
161775,Dog_Detail?DogID=161775,ELVIS-TAILA OFF EURO DREAM DOG'S,Dog_Detail?DogID=161775,,NHSB: 3096111 (NHSB),"Sep 11, 2017",,,,,,,,,,,,,,,
162299,Dog_Detail?DogID=162299,ELZA TWISTER OFF EURO DREAM DOG'S,Dog_Detail?DogID=162299,,NHSB: 2605289 (NHSB),"Apr 14, 2006",,,,,,,,,,,,,,,
161772,Dog_Detail?DogID=161772,EMMA-TAILA OFF EURO DREAM DOG'S,Dog_Detail?DogID=161772,,NHSB: 3096114 (NHSB),"Sep 11, 2017",,,,,,,,,,,,,,,
151354,Dog_Detail?DogID=151354,EUR AM'S WE'RE JUST WILD ABOUT HARRY,Dog_Detail?DogID=151354,HARRY,WS55494801 (AKC),"Oct 28, 2016",,,,,,,,,,,,,,,
12397,Dog_Detail?DogID=12397,EUR-AM BITIOUS,Dog_Detail?DogID=12397,CHASE,WP61552608 (AKC),"Feb 13, 1995","Nov 3, 2003",,,,,,,,,,,,,,
46675,Dog_Detail?DogID=46675,EUR-AMIS ELKES A BAD LITTLE,Dog_Detail?DogID=46675,,WR07166606 (AKC),"Apr 7, 2002",,,,,,,,,,,,,,,
46676,Dog_Detail?DogID=46676,EUR-AMIS MOLLY,Dog_Detail?DogID=46676,MOLLY,WR07166607 (AKC),"Apr 7, 2002","Jun 21, 2010",,,,,,,,,,,,,,
58583,Dog_Detail?DogID=58583,EUR-AMIS SADIE,Dog_Detail?DogID=58583,,WP85380809 (AKC),"Apr 25, 1998",,,,,,,,,,,,,,,
12398,Dog_Detail?DogID=12398,EUR-AM'S AANZEE,Dog_Detail?DogID=12398,,WP57257401 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
12402,Dog_Detail?DogID=12402,EUR-AM'S AARA,Dog_Detail?DogID=12402,,WP57257405 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
12401,Dog_Detail?DogID=12401,EUR-AM'S ABBY,Dog_Detail?DogID=12401,,WP57257404 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
12404,Dog_Detail?DogID=12404,EUR-AM'S ABE,Dog_Detail?DogID=12404,,WP57257407 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
31996,Dog_Detail?DogID=31996,EUR-AM'S AKAMAI KIANI NUI,Dog_Detail?DogID=31996,KIKI,WS16923002 (AKC),"Mar 28, 2006",,,,,,,,,,,,,,,
12403,Dog_Detail?DogID=12403,EUR-AM'S ALISHA,Dog_Detail?DogID=12403,,WP57257406 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
154046,Dog_Detail?DogID=154046,EURAM'S ALPINE BAERLI,Dog_Detail?DogID=154046,,WS51624003 (AKC),"Dec 9, 2014",,,,,,,,,,,,,,,
36501,Dog_Detail?DogID=36501,EUR-AM'S AMAZING GRACE,Dog_Detail?DogID=36501,,WP97235402 (AKC),"Feb 5, 2000",,,,,,,,,,,,,,,
150256,Dog_Detail?DogID=150256,EUR-AM'S AMAZING JOEY,Dog_Detail?DogID=150256,,WS52234204 (AKC),"Dec 16, 2015",,,,,,,,,,,,,,,
12400,Dog_Detail?DogID=12400,EUR-AM'S ANGUS,Dog_Detail?DogID=12400,,WP57257403 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
12399,Dog_Detail?DogID=12399,EUR-AM'S AOPEE,Dog_Detail?DogID=12399,,WP57257402 (AKC),"Jul 17, 1994",,,,,,,,,,,,,,,
36521,Dog_Detail?DogID=36521,EUR-AM'S ASPEN ALPENGLOW,Dog_Detail?DogID=36521,ASPEN,WP97235403 (AKC),"Feb 5, 2000","Apr 7, 2006",,,,,,,,,,,,,,
36957,Dog_Detail?DogID=36957,EUR-AM'S BABE,Dog_Detail?DogID=36957,,WP87200901 (AKC),"Aug 15, 1998",,,,,,,,,,,,,,,
97708,Dog_Detail?DogID=97708,EURAM'S BABY BEAR KOSMO,Dog_Detail?DogID=97708,,WS36697506 (AKC),"Jan 18, 2011",,,,,,,,,,,,,,,
35429,Dog_Detail?DogID=35429,EUR-AM'S BABY GRAND,Dog_Detail?DogID=35429,,WP95938001 (AKC),"Jun 28, 1999",,V240530 (AKC),,,,,,,,,,,,,
97709,Dog_Detail?DogID=97709,EURAM'S BACI,Dog_Detail?DogID=97709,,WS36697502 (AKC),"Jan 18, 2011",,,,,,,,,,,,,,,
14456,Dog_Detail?DogID=14456,EUR-AM'S BAGHERA,Dog_Detail?DogID=14456,,WP61552601 (AKC),"Feb 13, 1995",,,,,,,,,,,,,,,
48004,Dog_Detail?DogID=48004,EUR-AM'S BANATER DOLLY HANNI,Dog_Detail?DogID=48004,HANNI,WS23741902 (AKC),"Dec 24, 2006","Feb 20, 2016",,,,,,,,,,,,,,
34555,Dog_Detail?DogID=34555,EUR-AM'S BANNER DAY,Dog_Detail?DogID=34555,,WP87200908 (AKC),"Aug 15, 1998",,,,,,,,,,,,,,,
36544,Dog_Detail?DogID=36544,EUR-AM'S BARON BASEL,Dog_Detail?DogID=36544,,WP90084306 (AKC),"Feb 19, 1999",,,,,,,,,,,,,,,
34031,Dog_Detail?DogID=34031,EUR-AM'S BEARS REPEATING,Dog_Detail?DogID=34031,,WP85380801 (AKC),"Apr 25, 1998",,,,,,,,,,,,,,,
36523,Dog_Detail?DogID=36523,EUR-AM'S BEARY GOOD TEDDY TO,Dog_Detail?DogID=36523,,WP96927005 (AKC),"Jan 30, 2000",,,,,,,,,,,,,,,
15691,Dog_Detail?DogID=15691,EUR-AM'S BEAUJANGLES,Dog_Detail?DogID=15691,,WP61552605 (AKC),"Feb 13, 1995",,,,,,,,,,,,,,,
58588,Dog_Detail?DogID=58588,EUR-AM'S BELLA DAHL,Dog_Detail?DogID=58588,,WS16923004 (AKC),"Mar 28, 2006",,,,,,,,,,,,,,,
58589,Dog_Detail?DogID=58589,EUR-AM'S BELLA II,Dog_Detail?DogID=58589,,WS16923005 (AKC),"Mar 28, 2006",,,,,,,,,,,,,,,
24571,Dog_Detail?DogID=24571,EUR-AM'S BLUE BOY,Dog_Detail?DogID=24571,BLUE,WP96926504 (AKC),"Jan 29, 2000","Jul 30, 2004",,,,,,,,,,,,,,
151352,Dog_Detail?DogID=151352,EUR-AM'S BOOMER,Dog_Detail?DogID=151352,,WS55494805 (AKC),"Oct 28, 2016",,,,,,,,,,,,,,,
59959,Dog_Detail?DogID=59959,EUR-AM'S BOOMER SUPERSTAR,Dog_Detail?DogID=59959,,WS23741904 (AKC),"Dec 24, 2006",,,,,,,,,,,,,,,
70673,Dog_Detail?DogID=70673,EUR-AM'S BOUNCING BENTU,Dog_Detail?DogID=70673,,WS04779004 (AKC),"Nov 7, 2002",,,,,,,,,,,,,,,
46553,Dog_Detail?DogID=46553,EUR-AM'S BRAMMBLE,Dog_Detail?DogID=46553,BRAMMBLE,WR00044805 (AKC),"Jul 8, 2000","Apr 20, 2007",,,,,,,,,,,,,,
88884,Dog_Detail?DogID=88884,EUR-AM'S BROADWAY STAR,Dog_Detail?DogID=88884,ANNIE,WS36697501 (AKC),"Jan 18, 2011","Mar 6, 2018",V646305 (AKC),,,,,,,,,,,,,
130735,Dog_Detail?DogID=130735,EUR-AM'S BRUNO II,Dog_Detail?DogID=130735,BRUNO,WS43773802 (AKC),"Mar 16, 2013","Jan 28, 2019",,,,,,,,,,,,,,
15021,Dog_Detail?DogID=15021,EUR-AM'S BRYNA,Dog_Detail?DogID=15021,,WP61552604 (AKC),"Feb 13, 1995",,,,,,,,,,,,,,,
34537,Dog_Detail?DogID=34537,EUR-AM'S CABERNET,Dog_Detail?DogID=34537,,WP82822104 (AKC),"Dec 24, 1997",,,,,,,,,,,,,,,
130736,Dog_Detail?DogID=130736,EUR-AM'S CAILIN,Dog_Detail?DogID=130736,,WS43773801 (AKC),"Mar 16, 2013",,,,,,,,,,,,,,,
77726,Dog_Detail?DogID=77726,EUR-AM'S CARSON BURK MYERS,Dog_Detail?DogID=77726,CARSON,WS28675902 (AKC),"Nov 14, 2008",,,,,,,,,,,,,,,
73225,Dog_Detail?DogID=73225,EUR-AM'S CASCADE OLYMPIC,Dog_Detail?DogID=73225,,WR01869105 (AKC),"Dec 22, 2000",,V289029 (AKC),,,,,,,,,,,,,
58580,Dog_Detail?DogID=58580,EUR-AM'S CLEO,Dog_Detail?DogID=58580,,WP85380803 (AKC),"Apr 25, 1998",,,,,,,,,,,,,,,
